sample_id,label,g__Pyramidobacter,g__Alistipes,g__Parabacteroides,g__Phocaeicola,g__Collinsella,g__Bacteroides,g__Gemmiger,g__Oscillospiraceae_unclassified,g__Odoribacter,g__Phascolarctobacterium,g__Vescimonas,g__Ruthenibacterium,g__GGB9715,g__Ruminococcus,g__Blautia,g__Evtepia,g__Anaerobutyricum,g__Butyricimonas,g__Faecalibacterium,g__Hungatella,g__Desulfovibrio,g__Mediterraneibacter,g__Christensenella,g__GGB9760,g__Lentihominibacter,g__Clostridium,g__Ligilactobacillus,g__Eggerthella,g__Dorea,g__Anaerotruncus,g__Raoultibacter,g__Candidatus_Cibionibacter,g__Streptococcus,g__Erysipelatoclostridium,g__GGB3433,g__Bilophila,g__Coprococcus,g__Escherichia,g__Eubacteriaceae_unclassified,g__GGB3653,g__Wujia,g__Romboutsia,g__GGB3345,g__Limosilactobacillus,g__Agathobaculum,g__Bifidobacterium,g__Roseburia,g__Intestinimonas,g__Candidatus_Nanosynsacchari,g__Segatella,g__GGB41458,g__Lachnoclostridium,g__Lachnospiraceae_unclassified,g__Faecalibacillus,g__Anaerofustis,g__Faecalicatena,g__Lachnospira,g__Eubacterium,g__Coprobacillus,g__Candidatus_Saccharibacteria_unclassified,g__Anaerostipes,g__Fusicatenibacter,g__GGB2998,g__GGB12798,g__Enterococcus,g__Provencibacterium,g__Lactobacillus,g__Holdemania,g__GGB3061,g__Coprobacter,g__Oscillibacter,g__Dysosmobacter,g__Simiaoa,g__Enterocloster,g__Emergencia,g__Brotolimicola,g__Intestinibacter,g__Parascardovia,g__Megamonas,g__Fumia,g__GGB2848,g__Wansuia,g__GGB3632,g__Flavonifractor,g__Actinomyces,g__Clostridiaceae_unclassified,g__Parasutterella,g__GGB4456,g__Lancefieldella,g__Neobittarella,g__Schaalia,g__Mogibacterium,g__GGB4683,g__GGB3256,g__GGB9342,g__Gordonibacter,g__Paraprevotella,g__GGB9699,g__GGB4578,g__GGB9634,g__GGB9730,g__Turicibacter,g__Sutterella,g__Klebsiella,g__GGB9365,g__Oliverpabstia,g__Anaerotignum,g__GGB51441,g__GGB9770,g__Anaeromassilibacillus,g__GGB2982,g__GGB9707,g__Eubacteriales_unclassified,g__Tyzzerella,g__Massilioclostridium,g__Hydrogeniiclostridium,g__GGB9614,g__GGB9524,g__Haemophilus,g__Lacrimispora,g__GGB9561,g__Pseudoflavonifractor,g__GGB33586,g__GGB35068,g__Jingyaoa,g__GGB2653,g__Clostridia_unclassified,g__GGB52130,g__Veillonella,g__Lawsonibacter,g__Bacteria_unclassified,g__GGB9616,g__GGB4552,g__GGB9501,g__Enterobacter,g__GGB3444,g__Anaerofilum,g__GGB3304,g__Massiliimalia,g__Lactonifactor,g__GGB9646,g__GGB36267,g__Granulicatella,g__GGB3005,g__GGB9719,g__Lachnotalea,g__GGB3619,g__Akkermansia,g__GGB3109,g__GGB9512,g__Barnesiella,g__GGB3363,g__Megasphaera,g__Jutongia,g__GGB9747,g__GGB9559,g__Hydrogenoanaerobacterium,g__Phocea,g__GGB9766,g__GGB9359,g__Actinobaculum,g__Propionibacterium,g__GGB33469,g__Zhenpiania,g__GGB58233,g__GGB9531,g__Dialister,g__Faecalimonas,g__GGB9759,g__GGB3740,g__Lactococcus,g__Amedibacillus,g__GGB12785,g__Gemella,g__GGB3278,g__GGB4684,g__Adlercreutzia,g__GGB9635,g__GGB9758,g__GGB9708,g__Mesosutterella,g__Allisonella,g__GGB51647,g__Rothia,g__GGB13493,g__GGB9627,g__GGB13404,g__GGB51959,g__GGB9595,g__GGB9813,g__GGB9593,g__Senegalimassilia,g__GGB9602,g__Oxalobacter,g__GGB9597,g__Eisenbergiella,g__GGB3321,g__GGB9790,g__GGB3612,g__GGB9502,g__Citrobacter,g__GGB9534,g__GGB2980,g__GGB9444,g__Dielma,g__Eubacteriales_Family_XIII_Incertae_Sedis_unclassified,g__Negativibacillus,g__GGB9590,g__Peptostreptococcus,g__Bittarella,g__GGB3537,g__GGB45613,g__Cuneatibacter,g__GGB9781,g__GGB4585,g__GGB4605,g__GGB3277,g__Sellimonas,g__GGB3175,g__Longicatena,g__GGB9302,g__Weissella,g__GGB9345,g__Cloacibacillus,g__GGB51884,g__GGB3818,g__GGB36331,g__GGB9712,g__Scardovia,g__Leuconostoc,g__Corynebacterium,g__GGB3550,g__Holdemanella,g__Massilimicrobiota,g__Fusobacterium,g__Butyricicoccus
CRR1090867,1,0.0,1.15913,0.62414,3.89393,0.29049,9.492609999999999,1.23157,0.0,0.0,0.0,0.0,0.0,0.0,4.271070000000001,3.8665800000000004,0.0,3.53034,0.0,2.31648,0.00654,0.0,2.03411,0.0,0.0,0.01125,0.98353,0.0,0.12927,0.33439,0.0,0.0,0.0,0.14937,0.25354,0.0,1.06885,0.0,0.01732,0.0,0.0,0.0,0.0,0.0,0.0,0.43948,2.77886,3.57826,0.0,0.0001,0.0,0.0,0.0,8.62553,0.42715,0.02593,0.03035,0.57308,0.13647,0.00793,0.0,0.60715,0.0,0.0,0.0,0.01901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14576,0.0,0.0,0.03455,0.0,31.87876,0.0,0.0,0.0,0.0,0.30327,0.00418,0.0,0.0,0.0,0.0,0.0,0.00037,0.00154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.00154,0.0,0.0,0.0,0.0,0.0,0.04116,0.0,0.01003,0.0,0.0,0.0,0.0,0.0,0.0,0.03672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.00591,0.40524,0.0,0.0,1.08555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.95955,0.14992,0.0,0.0,0.0,0.0533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01614,0.0
CRR1090868,1,0.00324,5.33434,0.18388000000000002,1.60809,4.31941,2.90919,2.36656,0.36817,0.11387,0.02579,0.0,0.02679,1.1526399999999999,0.53051,2.3996899999999997,0.32788,2.70153,0.02807,4.74392,0.0,0.0,0.45675999999999994,0.00164,0.23331000000000002,0.11332,0.31176000000000004,0.04563,0.00853,0.41977,0.00535,0.0157,0.82935,0.06619,0.00043,0.0,0.0,1.3028,0.00808,0.03168,0.66034,0.16275,0.22077,0.12883,1.49112,0.32238,0.9536,0.88706,0.03954,0.00527,3.92311,0.0,0.0,5.323589999999999,0.10517000000000001,0.00144,0.19849,0.26065,0.30227000000000004,0.0,0.0,0.49039,0.59791,0.00685,0.00277,0.0,0.0,1.24599,0.009,0.0,0.00537,1.46978,0.01203,0.0,0.0362,0.0,0.13041,0.05091,0.00018,0.00387,0.0,0.0,0.00219,0.0,0.0078,0.00027,0.46502000000000004,0.0,0.00502,0.0,0.0,0.0,0.00178,0.68492,0.0,0.2159,0.00824,0.0,0.00033,0.1569,0.02053,0.20399,0.01246,0.03312,0.19692,0.0,0.0,0.0127,0.04153,0.00951,0.0,0.0,0.0182,0.06934,0.00574,0.0,0.0,0.00181,0.0319,0.02986,0.0,0.02442,0.0,0.0,0.01421,0.0215,0.0,0.0,0.00268,0.20093,0.02384,0.0,0.01735,0.0,0.0,0.0,0.00386,8e-05,1.21826,0.0,0.0,0.0,0.0,0.0,0.0,0.00252,0.01013,0.18356,0.86527,0.04633,0.0,0.0,0.0,0.0,0.0,0.06461,0.00276,0.0103,0.0,0.11356,0.15831,0.0301,0.0283,0.00578,0.00058,0.0,0.0,2.96574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49694,0.40821,1.80782,1.28728,0.32684,0.0,0.00137,0.0,0.0,8e-05,0.02354,0.0,0.0,0.17616,0.04022,0.02661,0.0,0.12203,0.0,0.01606,0.00727,0.00752,0.03588,0.00158,0.01267,0.01715,0.0,0.0,0.00368,0.0,0.0,0.0,0.02709,0.0,0.0,0.0,0.0,0.0,0.00098,0.0,0.0,0.0492,0.0,0.0,0.0,0.15241,0.0,0.6267,0.01338,0.00859,0.0,0.0,0.00404,0.01299,0.0,0.00017,0.0,0.0,0.0,0.0,0.05433
CRR1090874,0,0.0,0.39363,0.76281,12.1365,0.0,8.14084,0.0,0.08193,0.08429,0.18994,0.66635,0.4651,0.0,18.81721,1.84862,0.41793,0.0,0.00828,0.0,0.0743,0.0,5.1784099999999995,0.0,0.0,0.0,2.91863,0.40599,1.3144099999999999,1.7552,0.0,0.0,0.0,0.9565000000000001,0.9094899999999999,0.0,0.26322,0.0,2.81441,0.0,0.0,0.0,0.41431,0.0,0.1191,3.10931,0.00128,14.13251,0.02359,0.04162,0.0,0.0,0.06520999999999999,0.0,0.0,0.0,0.00426,0.78034,0.01423,0.02361,0.20833,2.49391,0.0,0.0,0.01789,0.0,0.0,0.0,0.0,0.0,0.0,3.5356899999999998,0.15481,0.0,0.6921200000000001,0.0,1.69835,0.0,0.0,0.0,0.0,0.0,0.00199,0.0,0.81103,0.54634,1.87547,0.0,0.0,0.02447,0.0,0.09882999999999999,0.0316,0.0,0.0,0.0,0.0748,1.46686,0.0,0.0,0.0,0.0,1.13203,0.0,0.77814,0.0,0.0,0.34293,0.0,0.0,0.0,0.0,0.0,0.18578,2.0562,0.0,0.0,0.0,0.0,0.05067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00447,0.0,0.08852,0.0,0.22678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0053,0.0,0.0,0.0,0.01706,0.0,0.0,0.0,0.0,0.0,0.42106,0.0,0.00012,0.00076,0.00871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00228,0.0,0.0,0.00297,0.0,0.00055,0.75159,0.0,0.0,0.0,0.11001,0.0,0.00202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01084,0.0,0.03871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02686,0.0,0.0,0.0,0.01177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00246,0.0,0.06816,0.0,0.0,0.0,0.0,0.0,0.04479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0144,0.0
CRR1090877,1,0.01372,3.28336,0.69047,2.87305,0.70128,15.194529999999999,2.20774,0.03649,0.15153,0.25473,0.13281,0.18377,0.13259,24.62113,2.99816,0.07292,3.0580499999999997,0.06141,5.89706,0.0,0.0,0.14249,0.01685,0.22403,0.0,0.5770500000000002,0.00364,0.17467,0.50319,0.02133,0.03194,0.0,0.15273,0.00719,0.0,0.00049,0.59137,0.0994,0.0,0.0,0.0,0.14825,0.0,0.00606,0.19469,0.8140700000000001,9.48417,0.00146,0.0,0.0,0.0,0.0,3.50959,0.64457,0.0,0.78872,0.16874,10.72027,0.0,0.00868,2.1129,0.92665,0.0,0.00225,0.0,0.0,0.0,0.04504,0.0,0.0,0.77836,0.00366,0.06031,0.18534,0.0,0.0839,0.0,0.0,0.0,0.0,0.00358,0.0,0.0,0.11763,0.00455,0.15143,0.53703,0.0,0.0,0.00277,0.00176,0.00233,0.0,0.0,0.0,0.00798,0.0,0.03067,0.0,0.0,0.0,0.00214,0.0,0.09972,0.0,0.04349,0.17664,0.0,0.0,0.0,0.0356,0.0,0.02602,0.0,0.0,0.00039,0.02206,0.0,0.01209,0.03992,0.0,0.0,0.0,0.00031,0.0,0.00485,0.01609,0.00848,0.02027,0.00074,0.01757,0.03307,0.0,0.0,0.0,0.0,0.0,0.0,0.00391,0.0,0.0,0.0,0.0055,0.01333,0.00663,0.0,0.0,0.0,0.07963,0.0,0.0,0.19257,0.15939,0.0,0.0,0.0,0.05946,0.0,0.0,0.0,0.00079,0.0,0.0,0.04243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00139,0.0,0.0,0.0,0.0,0.0,0.0,0.02336,0.11279,0.32448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00345,0.0,0.0,0.0,0.0,0.90517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5413
CRR1090883,1,0.0,2.5736199999999996,0.44122999999999996,2.6020700000000003,0.76962,7.3603499999999995,1.63982,6.799069999999999,0.02609,2.01581,0.01142,0.12316,0.47130000000000005,0.46213,2.01416,0.48255,2.7000900000000003,0.05537999999999999,2.03509,0.0,0.10988,4.2965800000000005,0.02658,0.17753,0.019620000000000002,0.47464,0.00137,0.0056,0.68745,0.0029100000000000003,0.00775,0.14067,0.21673000000000003,0.03676,0.0,0.03512,1.62344,5.24346,0.23065,2.05016,0.0,0.09333,0.0,0.00582,0.19676,0.28648999999999997,4.0531500000000005,0.01624,0.0,0.0,0.0,0.00133,2.0177,0.23144,0.0,0.18439,0.49602999999999997,0.32394,0.0,0.0,0.65194,0.71391,0.012,0.0,0.0,0.0,0.0,0.02917,0.0,0.01004,1.71366,0.09312,0.41886,0.01898,0.0,1.03528,0.0,0.0,0.16235,0.0045,0.0,0.00494,0.11936,0.02162,0.0,0.8128099999999999,0.0117,0.0,0.00801,0.00024,0.0,0.00095,0.99912,0.0,0.55828,0.04394,0.26715,0.0,0.0,0.17104,0.20635,0.0,0.0,0.0,0.00659,0.36698,0.12397,0.01288,0.02213,0.00844,0.05999,0.07411,0.01959,0.0,0.0,0.0,0.00128,0.04728,0.0,0.00133,0.10699,0.00334,0.0,0.01025,0.00356,0.0,0.00405,0.00265,0.01989,0.01549,0.01766,0.03263,0.04599,0.0,0.0,0.0,0.00077,0.36902,0.00129,0.00053,0.00095,0.14683,0.0,0.00057,0.0,0.0004,0.3104,2.89248,0.0,0.08509,0.11201,0.0,0.00633,0.0687,0.45693,0.0,0.0,0.00069,0.01479,0.06497,0.0,0.00511,0.01452,0.0,0.00342,0.00438,0.0,0.0,0.05327,0.00052,0.0,0.0,0.0,0.0,0.0,3.96347,0.19864,1.61286,0.26095,0.10035000000000001,0.0,0.0,0.00175,0.0,0.37396,0.06151,0.00437,0.0,0.07774,0.0,0.0,0.09901,0.12778,0.0,0.0,0.00073,0.0288,0.02392,0.10773,0.06575,0.0,0.00011,0.0,0.0,0.01558,0.00118,0.0,0.00627,0.0,0.00069,0.0,0.0,0.0,0.00084,0.0,0.27749,4.80043,0.0,0.0,0.0,0.0,0.0,0.06688,0.0,0.00778,0.0,0.0,0.27061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CRR1090884,1,0.0,10.389679999999998,0.3038,2.48091,0.02949,4.71671,1.553,0.35102,0.14063,0.17376,0.1473,0.16301,3.01174,1.9667,1.87293,0.3144,2.78857,0.25956,0.83581,0.00067,0.0,0.47429999999999994,0.06558,0.0,0.27258,0.66067,0.0,0.08537,1.16804,0.05169,0.04476,10.56498,0.03276,0.00391,0.0,0.05334,2.4175,0.03222,0.15623,1.17934,0.92935,0.11564,0.0579,0.0,0.16991,4.18651,0.74515,0.009810000000000001,0.00358,0.0,0.0,0.0,0.16718,0.48405000000000004,0.0,0.24969000000000002,0.18803999999999998,0.42162999999999995,0.0,0.01405,0.18196,0.24091,0.0138,0.00377,0.0,0.0,0.0,0.01251,0.0,0.0,2.8121,0.00493,0.00348,0.0,0.0,0.22816,0.0,0.0,0.08006,0.0032,0.06028,0.01737,0.0,0.00929,0.0,0.39072,0.0,0.0,0.0,0.0017,0.0,0.0,0.0,2.54711,0.0,0.02171,0.0,0.14903,0.0,0.16001,0.37128,0.0,0.0,0.0,0.0,0.08329,0.04525,0.00831,0.0,0.09936,0.02681,0.13753,0.01217,0.0,0.01028,0.0,0.0,0.0,0.0,0.0,0.0,0.00175,0.10934,0.02449,0.00145,0.09279,0.02731,0.00623,0.0,0.053430000000000005,0.0,0.00348,0.59155,0.03853,0.0,0.00058,0.00212,0.0,0.0,0.0,0.01001,0.00386,0.0,0.01266,0.0,0.01047,0.0,0.0,0.44698,0.0,0.0,0.08085,0.0,0.0,0.12167,0.01796,0.00476,0.0,0.0,0.0,0.0,0.0,0.05324,0.11659,0.00078,0.08904,2.66245,0.0,0.08094,0.10455,0.0,0.0,0.0,0.0,0.0,0.0,0.21672,0.0,0.1339,0.00266,0.01823,0.0,0.0,0.0,0.05693,0.0,0.00367,0.04427,0.01667,0.0,0.00492,0.0,0.08518999999999999,0.36685,0.0,0.00363,0.30224,0.0,0.0027,0.0,0.0,0.06153,0.0,0.04862,0.0,0.0,0.02196,0.04824,0.0,0.0,0.0,0.0097,0.00107,0.0,0.0,0.05568,2.20705,0.0,0.00121,0.0,1.33997,0.0,0.0,0.0,0.04149,0.0,0.0,1.10382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CRR1090886,1,0.0,4.736579999999999,1.7051500000000002,13.45734,1.09496,9.668669999999999,2.44008,0.0526,0.47217,0.0,0.01293,0.25604,0.0,1.66504,2.48642,0.33421,1.75999,0.01251,5.60467,0.0,0.08978,0.29414999999999997,0.0,0.0,0.02048,1.48381,0.0,0.19603,0.25221,0.00094,0.0,2.85875,0.56759,0.20857,1.37736,0.23044,0.89821,0.00813,0.01212,0.0,0.0,0.26924,0.0,0.003,0.61774,0.0,1.6584400000000001,0.0,0.00132,0.0,0.18336,0.21995,6.600210000000001,0.0,0.01919,0.0,0.0,3.1648899999999998,0.0,0.02317,0.30465,0.0,0.0,0.0,0.0,0.0,0.0,0.06601,0.0,0.0132,0.36232,0.10606,0.0,0.39139999999999997,0.0,0.03649,0.0,0.0,0.0,0.0,0.0,0.0031,0.0,1.82089,0.01674,2.6304700000000003,0.0,0.00162,0.0,0.01661,0.01157,0.01853,0.0,0.00414,0.0,0.07873,0.0,0.0,0.0,0.0,0.05191,0.0,0.0,0.0,0.0,0.0,0.24997,0.0,0.0,0.0,0.0,0.0,0.0,10.88461,0.0,0.0,0.03003,0.0,0.0,0.00664,0.0,9e-05,0.0,0.0,0.0,0.0,0.1623,0.0,0.009170000000000001,0.00967,0.00753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00682,0.0,0.0,0.0,0.02094,0.0,0.0,0.00357,0.0,2.06504,0.0,0.0,0.0,1.09127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00354,0.0,0.0,0.0,0.0,0.0,0.0,0.04034,0.0,0.0,0.0,0.0,0.0,0.00349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27171999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00235,0.01394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03705,0.0
CRR1090893,0,0.0,0.0,0.81983,4.44257,0.0,4.19989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.09887,5.01356,0.0,2.78741,0.0,21.28636,0.88069,0.0,9.5754,0.0,0.0,0.0,0.0,0.01453,0.07525,0.0,0.45866,0.0,0.0,0.69353,1.9062900000000003,0.0,0.07503,0.0,0.35932,0.0,0.0,0.0,0.79457,0.0,0.02984,0.0,11.903749999999999,0.0,0.0,0.00407,0.0,0.0,0.17295,0.0,0.0,0.0,0.0,0.19304,0.0,0.0,0.1555,1.11693,0.0,0.0,0.0,0.48432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.74095,0.0,0.0,0.11483,0.0,0.0,0.0,0.0,0.0,0.0,6.66023,0.05464000000000001,0.0,4.95867,0.0,0.00097,0.0,0.02776,0.00645,0.0,0.0,0.0,0.01638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02874,0.14103,0.0,0.0,0.0,0.0,0.59792,0.0,0.0,0.0,0.48095,0.0,0.04072,0.0,0.0,0.07658,2.0639,0.0,0.05804,0.0,0.0,0.0,0.0,0.0,0.0,0.12247,0.0,0.0,0.0,0.0,0.0,0.00016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01758,0.0,0.0609,0.0,0.0,0.0,0.34917,0.0,0.0,0.22291,0.442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00223,0.0,0.0,0.15369,0.0,0.0,1.48215,0.93533,0.0,0.66242,0.0,0.0,0.0,0.00761,0.0,0.0,0.19871,0.0,0.0,0.0,0.0,0.02802,0.0,0.02943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00024,0.0,0.0,0.0,0.0,0.0,0.05333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02282,0.7366,0.0
CRR1090899,0,0.0,0.0,0.09576,2.11116,0.0,2.16471,6.84359,0.0,0.0,0.06014,0.0,0.19204,0.0,0.79123,12.13401,0.0,2.06528,0.00031,3.36815,0.0,0.0,2.7162599999999997,0.00154,0.0,0.0,0.8915000000000001,0.0,0.25973,1.6321,0.00023,0.0,0.0,1.3926999999999998,0.08220999999999999,0.0,0.00633,0.0,0.34118,0.0,0.0,0.0,0.11468,0.0,0.0,0.78396,15.10814,4.49829,0.0,0.00123,0.0,0.0,0.00027,7.6325199999999995,0.9546,0.0,0.0,0.50765,2.78813,0.0,0.03544,14.325569999999999,6.418550000000001,0.0,0.04637,0.0,0.0,0.0,0.01007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24284,0.01778,4.42138,0.0,0.0,0.0,0.00048,0.00033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00606,0.0,0.0,0.0,0.0,0.0,0.17177,2.8213,0.0,0.0,0.0,0.0,0.60129,0.05414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00492,0.0,0.0,0.0,0.0,0.0,0.53677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00766,0.0,0.0,0.0,0.0,0.0,0.0,0.08222,0.0,0.0,0.0,0.0,0.0,0.01634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CRR1090906,0,2.76956,0.0,0.75482,7.64861,0.0,13.93509,0.0,0.0,0.0,0.0,0.0,1.64003,0.0,10.12888,11.33323,0.0,0.0,0.0,2.40879,0.83898,0.0,0.36785,0.0,0.0,0.0,2.52257,0.0,0.18314,0.66674,1.14926,0.0,6.99473,0.61289,0.38831,0.0,0.0,0.0,0.35561,0.0,0.0,0.0,0.32982,1.25176,0.0,0.4087,1.31263,2.71737,0.00772,0.08789,0.0,0.0,0.13422,8.10514,0.0,0.02195,0.42465,0.92625,0.0,0.06121,0.06774,1.94783,0.0371,0.0,0.0,0.0,0.0,0.0,0.16427,0.0,0.0,0.0,0.73917,0.0,0.6496,0.0,0.0,0.13935,0.0,0.0,0.0,0.0,0.0,0.0,1.69059,0.07514,2.60371,0.5148,0.0,0.0,0.0,0.034319999999999996,0.01607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10859,0.24471,0.0,0.0,0.0,0.0,0.03148,0.0,0.0,0.18857,0.28256,0.00203,0.0,0.0,0.0,0.0,0.0,0.0,0.01994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19966,0.0,0.0,0.0,0.0,0.0,0.0,0.00752,0.0,0.0,0.0,0.0,0.0,0.00795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01691,0.0,0.0,0.15234,0.0,0.0,4.83923,0.0,0.0,0.0,0.0,0.06967,0.00132,0.01016,0.0,0.0,2.09932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01494,0.0,0.0,0.0,0.0,0.00562,0.56544,0.0,0.0,0.01501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00516,0.0,0.0,0.29274,0.24441,0.0
